,title,description,return,sentiment
3/13/2020 9:30,Huitao Technology Announces Completion of $2 Million Private Placement Financing,"Huitao Technology Co., Ltd. (Nasdaq CM: HHT) (the ""Company"", ""we"" or ""HHT""), a company engaged in production of advanced ready-mix concrete materials and education service, announced today that it has completed a private placement offering with Hou Sing Inter…",9.35,
3/13/2020 9:30,Wall Street bounces back after worst day since Black Monday,Wall Street got a boost after House Speaker Nancy Pelosi said lawmakers and the White House were close to a deal on economic relief.,9.35,
3/13/2020 9:30,Dow futures soared 5% Friday and triggered ‘limit up’ trading rules—here’s how that works - MarketWatch,Dow futures soared 5% Friday and triggered ‘limit up’ trading rules—here’s how that works MarketWatch US stock futures soar to limit-up level Fox Business U.S. Stock Futures Hit Limit-Up; Treasuries Drop: Markets Wrap Yahoo Finance Stocks Rout Poses a $30 Tri…,9.35,
3/13/2020 9:35,"Stocks surge at opening ball, bouncing after worst one-day rout since 1987 crash - MarketWatch","Stocks surge at opening ball, bouncing after worst one-day rout since 1987 crash MarketWatch",9.35,
3/13/2020 9:36,Stock market up after days of plunging amid coronavirus pandemic,U.S. financial markets on Friday were up 5 percent before the opening bell.,9.35,
3/13/2020 9:36,"Stocks sharply rebound as markets rally on expectations of government bailout, testing","As America's fractured Congress inches closer to an agreement on a comprehensive bailout for the economic hardships businesses and workers are facing due to the COVID-19 pandemic, stocks are poised for a big rally on Wall Street. The move is more than welcome…",9.35,
3/13/2020 9:36,"Stocks sharply rebound as markets rally on expectations of government bailout, testing","As America's fractured Congress inches closer to an agreement on a comprehensive bailout for the economic hardships businesses and workers are facing due to the COVID-19 pandemic, stocks are poised for a big rally on Wall Street. The move is more than welcome…",9.35,
3/13/2020 9:38,Wall Street regains its footing after biggest rout since 1987,"Stocks rose on Friday on hopes for a stimulus package, reversing some of the losses in Thursday's historic plunge.",9.35,
3/13/2020 9:39,NYSE big board: Markets open following worst single-day since 1987 crash | LIVE - Global News,"NYSE big board: Markets open following worst single-day since 1987 crash | LIVE Global News Wall Street's roller coaster week continues: Live updates CNN Dow has worst day since '87, S&P, Nasdaq hit bear market Fox Business Wall Street jumps after worst day s…",9.35,
3/13/2020 9:42,"Dow ignores corona worries, spikes 1,000 pts","Dow ignores corona worries, spikes 1,000 ptsThe Dow Jones Industrial Average rose 953.07 points, or 4.50%, at the open to 22,153.69.",9.35,
3/13/2020 9:48,Stock market up after days of plunging amid coronavirus pandemic,"U.S. financial markets saw reprieve Friday after days of massive losses, with the Dow Jones Industrial Average surging around 1,110 points, or more than 5%. The markets have plummeted this week amid the novel coronavirus outbreak and the World Health Organiza…",9.35,
3/13/2020 10:01,Stocks Bounce Back From Thursday’s Massive Coronavirus Sell-Off,Markets are rallying after their worst drop since 1987 yesterday.,9.35,
3/13/2020 10:12,"Regulators Aiming To Break Of Big Tech Are Receiving ""Help"" - Benzinga","So far, little regulation has been imposed on the tech industry at the federal level, but that could very soon change as regulators have been trying hard to ...",9.35,
3/13/2020 10:34,No.3 In Cloud Sales Belongs To Google Or IBM?,"Google (NASDAQ: GOOG) published a revenue structure which shows that its cloud business made revenues of $9 billion in 2019. International Business Machines Corporation (NYSE: IBM) showed $21 billion of sales in the cloud segment, for the same year. Yet, Goog…",9.35,
3/13/2020 10:46,How Have These Firms Making COVID-19 News Fared As Stock Markets Have Tanked?,"While all these companies have been involved in developing testing, vaccines, and drugs for SARS-CoV-2, fears related to the global coronavirus pandemic have taken their toll on them as well as firms in other sectors.",9.35,
3/13/2020 11:05,Comcast Business Named Best Telecommunications Provider By New Hampshire Business Review Readers For Ninth Consecutive Year - The Laconia Daily Sun,"MANCHESTER, N.H., March 13, 2020 /PRNewswire/ -- Comcast Business today announced that the company was selected as the number one telecommunications provider in the Granite State by New Hampshire Business",9.35,
3/13/2020 11:10,5 Blue-Chip Tech Stocks to Buy Amid Coronavirus Sell-Off - Yahoo Finance,Here we choose five blue chip stocks showing higher potential for a rebound once the impact of the coronavirus tempers.,9.35,
3/13/2020 11:20,Oracle Posts Best Revenue Growth in 2 Years: ETFs in Focus,Oracle posted the best growth in nearly two years.,9.35,
3/13/2020 11:24,Here’s Why PayPal Stock Is Rising on Friday,The payment processing giant is rebounding nicely after a rough week.,9.35,
3/13/2020 12:04,"Nasdaqâ€™s Bill Dague On Jazz, Collaboration And The Value Of Money","In the fifth episode of Unfiltered, Bill Dague, vice president at Nasdaq, discusses his love for jazz and classical music, what money is worth and his mind set of collaboration.",9.35,
3/13/2020 12:09,Bank7 Corp. Announces Expansion of Stock Repurchase Plan,"Bank7 Corp. (NASDAQ: BSVN) (""the Company""), the parent company of Oklahoma City-based Bank7, announced today that its board of directors (the ""Board"") has approved a 500,000 share expansion to its existing stock repurchase program, increasing the number of sh…",9.35,
3/13/2020 12:10,"Stuff The Internet Says On Scalability For March 13th, 2020","p>Hey, it's HighScalability time! The top 10,000 most spoken words in English represented by a point in hundreds of dimensions where the distance and direction between points encodes the relationship between words. ( roadmaps ) Do you like this sort of Stuff?…",9.35,
3/13/2020 12:14,"A Familiar Tech-Heavy ETF Is Slumping, but Could be Buying Opportunity - ETF Trends",Technology stocks are among the worst-performing names as investors retreat from equities due to the coronavirus pandemic and the Invesco QQQ Trust (NASDAQ: QQQ) is one of the ETFs telling this tale of woe. It's hard to ignore the current state of affairs in …,9.35,
3/13/2020 12:21,US STOCKS-Wall St rebound loses steam on report Trump to declare emergency - Yahoo Finance,"US STOCKS-Wall St rebound loses steam on report Trump to declare emergency Yahoo Finance Dow jumps 1,000 points in wild trading as Wall Street tries to rebound from coronavirus sell-off CNBC Coronavirus recession is ""likely,"" economist says CBS This Morning D…",9.35,
3/13/2020 12:31,Stock Market News: Slack Slumps on Earnings; Tilray Falls After Stock Sale,The market mounted a comeback attempt Friday morning.,9.35,
3/13/2020 12:46,Trump declares COVID-19 emergency in a press conference filled with CEOs and handshakes,Declaring a national emergency frees up the federal government to release $50 billion to states dealing with the crisis. President Trump held a press conference in the White House Rose Garden on Friday to update the American public about what the government i…,9.35,
3/13/2020 12:47,The Tell: Where does the stock market go from here after the worst drop since 1987? Here’s what the analyst who called the 2018 rout says,"Michael Wilson, Morgan Stanley’s chief U.S. equity strategist, says that it may be time to jump back into stocks after the stock market plunged into a bear market with the sharpest one-day slump since the 1987 crash.",9.35,
3/13/2020 13:18,"Why eBay, Amazon, and MercadoLibre Stocks Rebounded Today",Some stocks perform better than others -- but not necessarily the stocks you might expect to.,9.35,
3/13/2020 13:24,"As coronavirus spreads, recession increasingly likely, economists warn - Fox Business","Despite efforts by Congress and the Trump administration, the global financial rout showed no signs of slowing on Friday.",9.35,
3/13/2020 13:27,The Biggest Losing Tech Stocks In The Coronavirus Sell-off - CRN: Technology news for channel partners and solution providers,The Biggest Losing Tech Stocks In The Coronavirus Sell-off CRN: Technology news for channel partners and solution providers,9.35,
3/13/2020 13:42,AIkido Pharma Inc. Announces Change in the Record Date and Anticipated Distribution Date for Dividend Distribution,"AIkido Pharma Inc. (Nasdaq: AIKI) (""AIkido"" or the ""Company""), formerly known as Spherix Incorporated, today announced that the record date and distribution date have changed for the previously announced distribution to AIkido stockholders of 70,000 shares of…",9.35,
3/13/2020 13:56,Betterware Concludes its Listing Process and Becomes the First Mexican Company Directly Listed on the NASDAQ Stock Market,"March 13th, 2020 – Betterware de Mexico S.A. de C.V. (""Betterware"" or the ""Company"") is pleased to announce that it has completed its business combination with DD3 Acquisition Corp. (""DD3"") and has become the first Mexican company to be directly listed on the…",9.35,
3/13/2020 14:15,"Why Esty, Wayfair, and Adobe Are Up Big Today",Volatility is finally working in investors' favor.,9.35,
3/13/2020 14:29,SHAREHOLDER ALERT: WeissLaw LLP Investigates SB One Bancorp,"WeissLaw LLP is investigating possible breaches of fiduciary duty and other violations of law by the Board of Directors of SB One Bancorp (""SBBX"" or the ""Company"") (NASDAQ: SBBX) in connection with the proposed acquisition of the Company by Provident Financia…",9.35,
3/13/2020 15:00,First Bancorp Announces Cash Dividend,"The Board of Directors of First Bancorp (NASDAQ - FBNC), the parent company of First Bank, has declared a cash dividend on its common stock of $0.18 per share payable on April 24, 2020 to shareholders of record as of March 31, 2020. The $0.18 dividend rate is…",9.35,
3/13/2020 15:06,Sifting Through The Rubble And Creating A Post-Wuhan Fever Portfolio,Calling a bottom on this dive was fraught. I admit I was early but three to six months from now any stock I recommended recently will be up.I still believe that for a number of reasons this epidemic has been overblown and that offers an opportunity for alpha.…,9.35,
3/13/2020 15:41,"Pac-Van, Inc. Wins Award at Modular Building Institute's ""Awards of Distinction"" Event","General Finance Corporation's (NASDAQ: GFN) subsidiary, Pac-Van, Inc., announced its recognition at the Modular Building Institute's 2020 World of Modular annual convention and trade show.",9.35,
3/13/2020 15:44,Why Paycom Software Is Rising Today,"Management thinks the stock is cheap, and it's getting aggressive while it can.",9.35,
